,,,,Primary Stats,,,,,,,,,Player Usage,,,,,,Key Team Stats,,,,,,,,,,,,,,Individual Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scoring-Based On-Ice Team Stats,,,,,,,,,,,,,,,,,,,,,,,,,,Other On-Ice Stats,,,,,,,,Off-Ice Team Stats,,,,,,,,,,,,,,,,Quality of Teammates Stats,,,,,,,,,,,Quality of Competition Stats,,,,,,,,,,,,,,,,
,,,,NHL,NHL,NHL,HA,NHL,NHL,CH,HA,,,,,CH,CH,,,,,Focused on Corsi,,,,,,,,,CH,CH,NHL,CH,CH,CH,HA,HA,HA,CH,CH,,CH,RV,NHL,CH,CH,,NHL,NHL,NHL,NHL,CH,CH,CH,,NHL,NHL,CH,CH,,,CH,CH,,CH,CH,CH,CH,HA,HA,HA,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,,,HA,HA,HA,HA,HA,HA,HA,HA,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,HA,HA,HA,HA,HA,HA,HA,HA,CH,CH,CH,HA,HA,HA,HA,HA,HA,HA,HA,CH,CH,CH,,,,,,
Last Name,First Name,Position,Team,GP,G,A,A1,PTS,TOI,TOI,TOI,TOI/GP,TOI%,ZS%,RelZS%,TOI.QoT,TOI.QoC,CF.QoC,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,RelF/60,RelA/60,RelPct%,RelDf/60,iCF,iFF,iSF,iSF,ixG,iSCF,iCF,iFF,iSF,iRB,iRS,iDS,sDist,Pass,iHF,iHF,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA,iTKA,iBLK,BLK%,iFOW,iFOL,iFOW,iFOL,FO%,%FOT,iPENT,iPEND,iPenDf,OZS,DZS,NZS,OTF,OZS,DZS,NZS,OZF,DZF,NZF,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,CF,CA,FF,FA,SF,SA,GF,GA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OTOI,OCF,OCA,OFF,OFA,OSF,OSA,OxGF,OxGA,OSCF,OSCA,OGF,OGA,OOZS,ODZS,ONZS,TMCF60,TMCA60,TMFF60,TMFA60,TMSF60,TMSA60,TMGF60,TMGA60,TOI.QoT,CF.QoT,xGF.QoT,OppCF60,OppCA60,OppFF60,OppFA60,OppSF60,OppSA60,OppGF60,OppGA60,TOI.QoC,CF.QoC,xGF.QoC,Pace,,,,,
Ceci,Cody,D,OTT,79,0,2,0,2,14312,237.0,229.1,2.97,56.8%,4.7%,-8.9%,28.6%,29.7%,88.4%,7.3%,.894,967,12.5,106.9,10.5%,-367,-94.4,-6.8,24.1,-8.4%,-30.9,9,7,7,7,0.2,0,9,7,7,0,0,0,46.8,0.0,11,11,3,8,0,11,1,30,11,1,29,7.1%,1,0,1,0,100.0%,0.3%,0,1,1,12,241,44,99,12,245,47,24,88,47,47,411,36,290,26,193,1.5,23.4,2,78,2,20,0,19,5,5,5,24,50,419,39,294,29,195,2,21,155,142,33,16,31,26,3,17,180.4,58,249,46,180,33,128,3,16,9,47,3,20,12,76,33,19.1,99.3,15.0,70.4,10.3,49.6,0.79,8.05,28.6,48.3,49.4,100.3,13.2,75.6,11.2,53.2,9.0,6.99,0.95,29.7,51.1,50.9,119.4,,,,,
Cehlarik,Peter,LW/RW,BOS,11,0,0,,0,0,0.9,,0.04,6.1%,0.0%,0.0%,30.4%,28.4%,0.0%,0.0%,.000,0,0.0,0.0,0.0%,0,0.0,-30.8,-66.0,-31.8%,35.2,0,0,0,0,0.0,0,,,,0,0,0,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,3,,,,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,7,15,6,11,5,9,0,1,0,4,0,1,0,9,2,,,,,,,,,30.4,57.1,57.2,,,,,,,,,28.4,46.7,45.4,0.0,,,,,
Chabot,Thomas,D,OTT,1,0,0,,0,0,0.6,,0.31,19.4%,0.0%,0.0%,28.2%,28.3%,0.0%,0.0%,.000,0,0.0,0.0,0.0%,0,0.0,0.0,-93.0,0.0%,93.0,0,0,0,0,0.0,0,,,,0,0,0,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,4,0,4,0,4,0,1,0,1,0,0,0,1,0,,,,,,,,,28.2,52.8,51.5,,,,,,,,,28.3,45.1,42.2,0.0,,,,,
Chaput,Michael,C,VAN,68,0,0,0,0,1968,36.6,32.8,0.50,22.8%,0.0%,-9.9%,31.6%,29.3%,87.8%,0.0%,.917,917,6.9,95.4,6.8%,-51,-88.5,-2.3,3.0,-2.3%,-5.2,2,1,1,1,0.1,1,2,1,1,0,1,1,30.9,0.0,0,0,0,0,0,0,3,1,0,3,1,1.8%,1,2,1,2,33.3%,11.1%,0,0,0,0,20,7,48,0,20,7,2,19,7,4,55,3,44,3,36,0.2,3.6,1,15,0,3,0,5,2,0,2,5,4,55,3,44,3,36,0,3,13,14,3,0,0,6,0,2,124.0,19,191,17,154,13,120,1,15,1,58,0,11,13,118,11,10.9,96.1,9.6,76.2,8.0,58.0,0.33,8.56,31.6,48.1,46.2,97.1,13.5,72.0,11.5,51.7,8.9,6.47,0.89,29.3,50.5,50.4,102.4,,,,,
Chara,Zdeno,D,BOS,75,2,0,0,2,16973,272.6,265.8,3.65,62.5%,4.6%,-6.4%,29.0%,30.0%,88.3%,13.1%,.900,1031,15.1,88.7,14.5%,-331,-73.7,3.7,20.1,0.3%,-16.5,14,12,10,10,0.6,3,14,12,10,0,0,0,39.5,0.0,28,25,5,20,2,14,9,36,14,8,34,8.5%,0,0,0,0,0.0%,0.0%,1,2,1,12,260,29,81,13,264,31,29,116,50,66,398,58,293,48,204,3.9,25.2,14,91,6,20,1,14,4,7,5,21,69,398,61,294,51,206,7,21,134,167,48,25,29,35,6,19,163.6,31,187,26,132,22,91,1,11,4,33,2,12,10,81,24,14.4,88.0,12.7,64.7,10.4,44.2,1.49,4.88,29.0,55.6,55.3,96.7,12.8,73.2,11.0,51.9,8.8,6.77,0.87,30.0,50.6,50.6,103.8,,,,,
Chiarot,Ben,D,WPG,59,0,0,0,0,6985,122.3,111.5,1.98,40.6%,8.2%,1.1%,29.3%,29.3%,88.1%,9.8%,.898,996,13.1,92.6,12.4%,-155,-79.5,0.3,2.5,-0.0%,-2.2,3,3,3,3,0.3,1,3,3,3,0,1,1,31.7,0.0,6,6,2,4,0,8,1,19,8,1,19,10.6%,0,0,0,0,0.0%,0.0%,2,0,-2,7,78,25,83,7,78,26,9,37,30,26,180,25,132,21,93,1.8,11.8,6,50,2,9,2,6,5,3,7,9,25,180,24,132,20,94,2,10,53,57,24,14,24,16,4,5,178.6,38,268,31,186,23,127,3,17,12,63,4,17,10,131,32,14.1,104.5,11.7,75.2,9.5,54.1,1.65,7.93,29.3,49.0,50.1,94.7,12.8,70.4,10.9,50.1,8.7,6.25,0.85,29.3,51.1,50.4,105.7,,,,,
Chiasson,Alex,RW,CGY,81,1,0,0,1,4518,85.4,73.3,0.96,21.8%,20.0%,14.4%,31.5%,29.1%,88.0%,20.0%,.876,1076,9.9,69.6,12.4%,-79,-59.7,-4.2,-9.3,-2.7%,5.1,4,3,2,2,0.2,1,4,3,2,0,0,0,40.4,0.0,3,3,1,2,1,1,3,1,1,3,1,1.1%,0,0,0,0,0.0%,0.0%,0,2,2,5,20,13,134,5,20,13,6,28,14,13,91,10,73,5,56,0.7,6.7,4,25,1,7,0,2,0,2,0,4,13,92,10,74,5,57,1,7,18,20,7,5,8,13,0,3,306.3,72,403,59,298,46,207,3,24,9,84,3,13,15,253,47,15.5,86.3,12.2,66.3,8.8,47.6,1.19,5.93,31.5,49.1,46.7,93.1,12.7,68.9,11.0,48.9,8.8,5.80,0.93,29.1,50.1,50.1,79.5,,,,,
Chimera,Jason,LW/RW,NYI,82,1,0,0,1,5894,102.2,96.1,1.21,27.3%,22.7%,18.9%,30.2%,29.4%,88.6%,9.6%,.884,980,11.8,103.3,10.3%,-151,-91.5,0.2,9.8,-0.8%,-9.6,6,6,5,5,0.6,1,6,6,5,0,1,1,22.7,0.0,5,5,1,4,1,0,3,6,0,3,6,3.5%,6,6,6,6,50.0%,30.0%,1,0,-1,5,17,18,164,5,17,18,5,33,31,19,170,18,125,15,86,1.0,12.5,2,50,1,10,0,10,2,1,2,11,20,171,19,126,16,87,2,10,19,21,23,5,7,5,1,1,272.7,53,425,43,308,37,220,3,25,9,90,3,20,10,249,46,12.6,105.1,10.5,75.8,8.9,54.1,0.96,5.97,30.2,48.3,48.2,98.7,12.7,74.1,10.8,52.2,8.6,6.70,0.90,29.4,50.5,50.2,115.1,,,,,
Chorney,Taylor,D,WSH,18,0,0,0,0,770,15.2,12.0,0.74,21.9%,28.6%,20.4%,26.9%,29.4%,87.7%,0.0%,.778,778,26.9,85.0,24.0%,-13,-58.2,19.1,0.9,15.6%,18.2,0,0,0,0,0.0,0,0,0,0,0,0,0,NA,0.0,0,0,0,0,0,0,0,3,0,0,3,15.8%,0,0,0,0,0.0%,0.0%,0,0,0,2,5,4,22,2,5,4,4,7,6,6,19,6,14,6,9,0.5,1.6,2,5,0,2,0,1,0,0,0,1,6,19,6,14,6,9,0,2,6,5,0,1,0,1,1,4,54.2,7,76,7,52,6,34,0,4,0,8,0,2,4,45,14,14.8,79.4,12.9,58.9,11.1,39.1,0.95,6.69,26.9,52.0,51.4,95.7,13.4,73.3,11.7,51.9,9.6,6.99,1.15,29.4,49.8,49.8,111.9,,,,,
Chychrun,Jakob,D,ARI,68,0,0,0,0,4655,83.4,76.5,1.16,35.4%,8.5%,3.6%,27.3%,29.4%,88.0%,0.0%,.865,865,11.3,100.7,10.1%,-119,-89.4,-6.9,9.1,-6.5%,-16.0,4,4,2,2,0.2,0,4,4,2,1,1,2,48.4,0.0,5,5,1,4,2,3,0,20,3,0,20,14.9%,0,0,0,0,0.0%,0.0%,0,0,0,5,54,12,68,5,54,12,3,24,18,15,134,13,94,9,52,1.3,8.3,4,29,0,7,1,8,3,2,4,10,15,134,13,94,9,52,0,7,31,40,14,5,7,7,2,2,152.0,46,232,42,181,37,131,3,17,11,56,2,22,6,116,27,15.7,109.6,13.6,83.3,11.0,56.2,1.24,8.53,27.3,45.0,42.9,97.3,13.2,73.0,11.2,51.7,8.8,6.30,0.96,29.4,50.4,50.3,112.0,,,,,
Cizikas,Casey,C,NYI,59,0,0,0,0,7613,120.0,117.3,2.06,41.7%,0.9%,-13.1%,30.1%,29.6%,88.5%,6.3%,.897,960,11.6,108.2,9.7%,-191,-96.6,-0.5,19.4,-2.3%,-19.9,8,8,8,8,0.7,3,8,8,8,0,0,0,20.9,0.0,6,6,1,5,0,1,10,16,1,10,13,6.1%,62,82,57,78,43.1%,98.5%,1,4,3,1,114,22,98,1,115,22,12,47,22,23,213,19,153,16,111,1.6,14.6,5,56,1,11,0,11,1,1,1,12,23,215,19,155,16,113,1,12,58,79,28,8,13,16,3,10,168.1,34,249,30,180,26,125,2,16,5,60,4,18,14,86,28,12.3,109.2,10.6,80.9,8.8,57.2,0.92,5.70,30.1,47.6,46.6,99.6,13.0,75.2,11.0,53.4,8.8,6.99,0.90,29.6,50.7,50.7,119.9,,,,,
Claesson,Fredrik,D,OTT,33,0,1,0,1,843,19.5,14.1,0.48,20.6%,0.0%,-5.5%,28.0%,29.1%,89.2%,50.0%,.750,1250,18.4,91.8,16.7%,-20,-73.4,4.8,-2.4,4.1%,7.2,1,0,0,0,0.0,0,1,0,0,0,0,0,NA,0.0,0,0,0,0,0,0,0,1,0,0,1,4.0%,0,0,0,0,0.0%,0.0%,0,0,0,0,5,3,35,0,5,3,2,8,10,5,25,4,19,2,16,0.2,1.5,0,3,1,4,0,1,0,0,0,1,5,25,4,19,2,16,1,4,5,3,2,1,1,1,0,5,75.2,17,118,12,81,9,59,1,6,2,14,0,3,4,69,11,16.4,102.1,13.0,71.8,9.6,48.4,0.63,7.10,28.0,46.7,48.2,96.7,11.7,71.5,9.9,50.4,8.3,6.15,0.86,29.1,50.0,50.5,110.2,,,,,
Clendening,Adam,D,NYR,31,0,0,0,0,107,2.2,1.3,0.06,5.1%,0.0%,-11.1%,28.8%,28.6%,86.1%,0.0%,1.000,1000,0.0,73.9,0.0%,-2,-73.9,-18.1,1.6,-20.0%,-19.7,0,0,0,0,0.0,0,0,0,0,0,0,0,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,9,0,0,0,0,4,0,0,2,0,2,0,1,0.0,0.3,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,39.8,12,48,10,26,8,16,1,2,3,6,0,3,4,32,4,19.2,88.3,15.1,67.6,13.3,50.0,1.59,6.83,28.8,47.5,49.6,88.6,14.3,68.6,12.7,48.5,10.5,6.73,1.55,28.6,50.0,49.6,73.9,,,,,
Clifford,Kyle,LW/C,L.A,73,0,0,0,0,124,9.2,1.6,0.06,6.3%,0.0%,-9.1%,29.5%,28.9%,86.2%,0.0%,1.000,1000,44.4,88.8,33.3%,-2,-44.4,30.8,15.7,17.6%,15.1,0,0,0,0,0.0,0,0,0,0,0,0,0,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0.0%,0.0%,0,0,0,0,1,0,34,0,1,0,1,7,0,2,4,1,2,1,2,0.0,0.2,0,1,0,0,0,1,1,1,1,2,2,4,1,2,1,2,0,0,0,1,1,1,0,0,0,0,136.1,31,166,24,119,17,70,1,9,4,34,0,2,9,90,21,12.3,88.0,9.8,52.8,7.1,36.6,0.40,5.01,29.5,54.1,53.1,94.4,15.1,69.1,13.1,47.1,10.2,6.12,0.71,28.9,49.9,49.9,133.3,,,,,
Clutterbuck,Cal,RW,NYI,66,0,0,0,0,8236,138.6,134.5,2.07,41.7%,0.7%,-9.1%,30.1%,29.5%,88.6%,0.0%,.927,927,11.9,113.2,9.5%,-231,-101.3,3.5,19.2,1.3%,-15.8,9,8,6,6,0.6,2,9,8,6,0,1,1,27.1,0.0,9,9,5,4,2,2,5,6,2,4,6,2.3%,1,2,1,1,33.3%,1.2%,0,2,2,1,142,26,102,1,144,26,10,56,18,27,257,23,191,18,130,1.5,15.4,6,59,0,9,0,7,3,3,3,10,27,258,23,192,18,131,0,10,72,97,33,10,14,15,3,8,193.5,27,303,24,215,20,156,2,18,3,68,1,19,12,110,29,11.9,107.7,10.0,78.2,8.8,56.0,1.19,6.61,30.1,47.5,46.4,98.7,12.7,74.6,10.9,53.2,8.8,7.10,0.91,29.5,50.4,50.3,125.1,,,,,
Coburn,Braydon,D,T.B,80,1,0,0,1,9765,170.6,156.4,2.04,40.4%,8.3%,3.5%,28.2%,29.5%,87.9%,8.0%,.896,976,12.5,85.9,12.7%,-200,-73.4,4.4,-1.3,4.2%,5.7,7,5,4,4,0.4,1,7,5,4,1,1,2,52.7,0.0,5,5,3,2,1,6,2,21,6,2,19,8.2%,0,0,0,0,0.0%,0.0%,3,0,-3,10,111,22,130,10,110,21,13,68,34,34,233,28,173,25,129,2.2,13.8,7,47,2,13,2,8,4,8,6,16,34,234,28,174,25,130,2,14,62,81,23,19,20,36,9,11,251.3,34,365,30,273,25,203,2,22,8,75,1,18,11,217,45,9.4,101.1,8.3,75.6,7.1,57.0,0.42,6.56,28.2,50.3,49.6,96.4,13.2,72.4,11.3,51.0,9.1,6.48,0.99,29.5,50.7,50.5,98.4,,,,,
Cogliano,Andrew,LW/C/RW,ANA,82,3,1,1,4,8735,151.2,145.4,1.80,31.0%,52.4%,46.1%,30.5%,29.4%,88.4%,12.1%,.924,1046,21.0,81.8,20.5%,-150,-60.7,10.5,-9.4,10.1%,20.0,25,23,19,19,2.3,7,25,23,19,1,3,4,24.5,13.0,2,2,0,2,4,2,5,5,2,5,5,2.5%,3,3,3,3,50.0%,14.3%,1,1,0,11,10,21,245,11,10,21,20,62,31,52,202,42,160,33,119,3.7,18.1,10,64,4,9,2,14,5,1,7,15,52,202,42,160,33,119,4,9,17,25,40,15,8,18,4,9,336.8,59,512,49,401,34,262,4,37,12,143,4,18,26,387,52,12.8,100.6,10.5,78.5,7.3,52.7,1.01,5.13,30.5,46.2,50.1,96.5,12.7,72.2,10.8,50.8,8.6,6.25,0.84,29.4,50.9,50.7,102.8,,,,,
Colborne,Joe,C/LW/RW,COL,62,0,0,0,0,1757,33.3,29.3,0.49,17.0%,27.8%,18.7%,30.9%,29.3%,88.8%,0.0%,.852,852,7.7,96.3,7.4%,-46,-88.6,-5.6,17.7,-7.1%,-23.3,1,1,1,1,0.1,0,1,1,1,0,0,0,23.7,0.0,0,0,1,-1,0,1,1,1,1,1,1,2.0%,5,3,5,3,62.5%,30.8%,1,0,-1,5,13,8,52,5,13,8,6,13,11,4,50,3,37,2,27,0.1,3.8,0,12,0,4,0,4,0,2,0,6,4,50,3,37,2,27,0,4,14,12,2,2,5,3,1,3,162.6,36,213,32,171,30,128,2,16,8,61,2,14,13,130,36,13.1,90.0,10.7,69.2,8.7,50.1,0.60,7.85,30.9,48.4,46.1,100.6,12.6,74.9,10.8,52.0,8.4,6.94,0.80,29.3,51.9,51.6,104.0,,,,,
Cole,Ian,D,PIT,81,0,0,0,0,11703,195.4,178.0,2.34,47.2%,9.6%,1.2%,27.4%,29.6%,88.7%,3.6%,.831,867,14.6,94.9,13.4%,-249,-80.3,2.9,5.8,1.7%,-2.9,2,2,0,0,0.0,0,2,2,0,0,0,0,46.6,0.0,12,12,4,8,2,7,6,44,6,6,41,14.1%,0,0,0,0,0.0%,0.0%,1,0,-1,14,132,25,166,14,133,25,18,74,46,46,291,42,203,28,157,2.6,21.4,13,76,1,25,0,21,1,6,1,27,45,298,41,210,28,163,1,29,73,98,36,21,23,31,10,8,218.8,43,325,34,245,25,179,2,23,5,75,2,11,15,165,41,13.6,97.1,11.3,72.6,8.1,54.1,1.06,5.98,27.4,48.8,51.0,99.3,12.7,74.9,10.7,53.0,8.6,6.74,0.90,29.6,50.6,50.4,109.5,,,,,
Coleman,Blake,C/LW,N.J,23,0,0,0,0,1443,24.2,22.7,1.03,22.1%,8.7%,4.2%,30.4%,29.1%,88.0%,0.0%,.725,725,9.0,101.3,8.2%,-36,-92.2,4.8,16.8,3.4%,-12.0,2,2,2,1,0.1,0,3,3,2,0,0,0,20.8,0.0,0,0,1,-1,1,0,0,1,0,0,1,2.6%,8,19,6,17,29.6%,88.5%,1,0,-1,2,21,3,24,2,21,4,3,16,8,3,39,3,30,2,25,0.3,3.1,1,11,0,7,0,3,0,1,0,4,4,40,4,31,3,26,0,7,7,19,2,2,1,5,2,3,85.3,6,120,5,96,5,61,0,8,0,22,0,4,3,64,17,6.9,97.5,5.4,77.7,4.6,54.0,0.61,6.43,30.4,47.0,46.2,99.2,13.6,76.6,11.5,53.9,9.2,6.53,0.84,29.1,50.7,50.4,110.3,,,,,
Comeau,Blake,LW/RW,COL,77,1,0,0,1,8822,147.0,136.8,1.87,36.3%,12.4%,6.6%,30.7%,29.8%,88.4%,6.7%,.851,917,12.9,89.1,12.7%,-180,-76.2,2.9,5.5,2.0%,-2.6,8,7,6,5,0.7,4,8,7,5,0,1,1,22.8,0.0,13,13,1,12,2,0,6,5,0,5,5,2.4%,25,35,23,32,41.7%,35.7%,1,3,2,16,110,28,129,15,108,27,20,55,44,31,212,25,163,15,121,2.0,15.1,9,51,1,18,0,13,4,5,4,18,30,209,25,161,15,120,1,18,80,74,26,8,11,12,5,9,258.4,43,360,37,268,32,189,2,22,8,83,1,23,13,208,54,12.4,94.4,10.3,71.7,8.5,51.0,0.56,8.28,30.7,47.4,44.9,99.3,13.1,74.8,11.3,52.6,8.9,6.80,0.97,29.8,50.4,50.3,102.0,,,,,
Compher,J.T.,LW/C,COL,21,0,0,0,0,1062,19.7,16.4,0.85,29.3%,0.0%,-15.6%,30.8%,29.2%,88.8%,33.3%,.786,1119,20.1,82.1,19.7%,-19,-61.9,11.3,3.8,9.6%,7.5,1,1,0,0,0.1,0,1,1,0,0,0,0,13.6,0.0,1,1,0,1,1,2,0,1,2,0,1,4.0%,5,7,5,7,41.7%,75.0%,0,0,0,0,11,5,21,0,11,5,1,4,5,6,25,6,19,3,14,0.3,2.3,1,10,1,3,1,3,1,0,2,3,6,24,6,18,3,14,1,3,8,8,2,0,2,3,0,0,47.5,7,62,6,40,5,27,0,4,0,17,0,4,7,38,9,11.3,90.4,9.6,68.4,8.1,50.2,0.55,8.56,30.8,50.0,47.1,96.0,12.1,69.5,10.6,50.3,8.0,6.04,0.90,29.2,49.4,49.9,102.2,,,,,
Conacher,Cory,C/LW,T.B,11,0,0,,0,0,0.7,,0.03,3.1%,0.0%,-5.6%,27.5%,27.4%,0.0%,0.0%,.000,0,0.0,0.0,0.0%,0,0.0,-5.4,-83.5,-6.1%,78.1,0,0,0,0,0.0,0,,,,0,0,0,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,5,,,,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,2,31,2,22,2,17,0,1,1,4,0,1,1,17,3,,,,,,,,,27.5,50.5,50.1,,,,,,,,,27.4,48.3,48.5,0.0,,,,,
Condra,Erik,RW,T.B,13,0,0,0,0,138,2.5,2.3,0.18,10.4%,0.0%,0.0%,31.2%,28.1%,88.7%,0.0%,.000,0,0.0,49.7,0.0%,-2,-49.7,-5.5,-73.4,-4.3%,67.9,0,0,0,0,0.0,0,0,0,0,0,0,0,NA,0.0,1,1,0,1,0,0,0,1,0,0,1,50.0%,0,0,0,0,0.0%,0.0%,0,0,0,0,1,1,4,0,1,1,0,0,1,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,21.9,2,45,2,36,2,24,0,4,0,14,0,2,0,18,5,9.4,104.0,8.1,77.8,6.6,58.0,0.48,6.66,31.2,51.0,50.6,97.3,12.4,73.4,10.5,52.6,8.6,5.20,1.88,28.1,52.8,51.5,49.7,,,,,
Connauton,Kevin,D,ARI,24,0,0,0,0,1185,21.6,19.0,0.84,23.6%,0.0%,-3.6%,27.1%,30.0%,89.0%,0.0%,.850,850,8.9,104.0,7.9%,-32,-95.1,2.9,1.0,2.4%,1.9,0,0,0,0,0.0,0,0,0,0,0,0,0,NA,0.0,1,1,0,1,0,1,1,2,1,1,1,2.9%,0,0,0,0,0.0%,0.0%,1,0,-1,0,8,3,32,0,8,3,3,10,5,3,35,2,27,1,20,0.1,3.3,0,14,0,3,0,3,0,2,0,5,3,35,2,27,1,20,0,3,5,6,3,1,3,2,2,3,69.9,7,120,6,89,5,61,1,9,2,32,0,6,2,54,7,15.3,109.0,13.1,81.8,10.5,54.0,1.23,8.05,27.1,44.8,42.0,94.9,11.7,70.1,10.1,48.9,7.9,5.96,0.63,30.0,51.0,50.2,113.0,,,,,
Connolly,Brett,RW/LW,WSH,66,0,0,0,0,63,4.2,1.1,0.03,4.8%,0.0%,-9.1%,30.1%,29.7%,85.2%,100.0%,.000,1000,27.3,68.8,28.4%,-2,-41.5,15.0,-14.9,15.6%,29.9,0,0,0,0,0.0,0,0,0,0,0,0,0,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0.0%,0.0%,0,0,0,0,1,1,14,0,1,1,0,7,1,0,2,0,1,0,1,0.0,0.1,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,0,0,0,0,0,1,1,83.2,17,116,11,79,11,52,0,6,1,20,1,3,6,60,16,19.5,78.0,16.6,59.1,15.6,38.6,4.79,5.84,30.1,51.3,50.5,87.4,15.2,65.3,13.5,48.3,11.1,5.16,0.92,29.7,50.1,49.6,96.0,,,,,
Connor,Kyle,LW,WPG,20,0,0,,0,0,0.7,,0.02,8.7%,0.0%,0.0%,,,0.0%,0.0%,.000,0,0.0,0.0,0.0%,0,0.0,-8.5,-153.2,-5.3%,144.7,0,0,0,0,0.0,0,,,,0,0,0,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,3,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,1,18,1,12,1,8,0,1,1,2,1,0,0,8,1,,,,,,,,,NA,NA,NA,,,,,,,,,NA,NA,NA,0.0,,,,,
Copp,Andrew,C,WPG,64,1,0,0,1,5577,97.3,91.4,1.47,30.9%,12.6%,8.9%,32.0%,29.9%,88.3%,7.7%,.849,926,11.5,91.0,11.2%,-125,-79.6,-1.0,-7.2,-0.0%,6.3,10,10,7,7,0.7,3,10,10,7,0,0,0,21.6,0.0,3,3,2,1,3,2,6,11,2,6,11,7.7%,20,29,16,28,40.8%,62.9%,1,0,-1,6,41,23,119,6,42,24,6,32,28,18,142,16,105,13,73,1.1,8.9,4,30,1,11,0,3,0,4,0,7,18,144,16,107,13,73,1,11,25,45,24,8,21,19,2,2,217.3,45,356,38,248,29,180,3,22,8,76,5,16,8,207,39,13.5,103.6,11.3,74.5,9.3,54.5,1.58,7.58,32.0,48.1,47.4,96.2,12.7,71.8,10.8,50.9,8.5,6.20,0.81,29.9,51.4,50.8,102.5,,,,,
Corrado,Frank,D,PIT/TOR,4,0,0,0,0,128,3.0,2.1,0.60,21.3%,0.0%,-8.3%,27.0%,28.1%,90.1%,0.0%,.000,0,0.0,24.2,0.0%,-1,-24.2,-21.9,-47.0,-23.5%,25.1,0,0,0,0,0.0,0,0,0,0,0,0,0,NA,0.0,0,0,1,-1,0,1,0,1,1,0,1,100.0%,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11.0,4,13,4,11,4,8,0,1,1,0,1,0,1,11,3,13.2,105.6,12.4,77.9,9.1,57.6,1.18,7.41,27.0,48.8,51.4,94.3,10.3,71.0,9.2,51.6,7.6,8.57,0.44,28.1,48.3,49.0,24.2,,,,,
Cousins,Nick,C/LW,PHI,60,0,0,0,0,89,4.0,1.5,0.04,5.8%,0.0%,-5.7%,29.7%,28.3%,86.0%,0.0%,1.000,1000,55.6,55.6,50.0%,0,0.0,50.0,-45.3,44.7%,95.2,0,0,0,0,0.0,0,0,0,0,0,0,0,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,1,0,1,0,100.0%,100.0%,0,0,0,0,0,1,18,0,0,1,2,5,0,2,2,2,2,2,1,0.1,0.3,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,0,1,0,1,0,0,0,0,1,64.3,6,108,5,82,4,60,0,8,1,28,0,4,3,50,5,13.1,87.1,12.4,62.9,10.7,42.8,0.69,6.14,29.7,49.9,49.2,92.6,15.1,71.0,13.7,52.4,11.9,6.62,1.08,28.3,49.0,48.3,111.1,,,,,
